_rank,_name,_score,Back,Background,Body,Ear,Eye,Glasses,Head,Left Chest,Mouth,Necklace,Outfit,Props,Right Chest,Shoulder
1997,Oppa Bear Evolution Gen.2 #562,1019.2463508987024,LookRed,GrainYellow,Grey,JapanTagBlue,EyesPink,,HeadBandYellow,RadiantBlue,NormalGreen,ChainPurple,ScottBlue,OppaPlaster,GhostYellow,
2001,Oppa Bear Evolution Gen.2 #504,1018.3651975518826,GameCabinet,DropGreen,White,JapanTagRed,EyesGreen,LoopGreen,,MoonGreen,NormalBlue,HeartRed,UniformBlue,,,BagStrap
2005,Oppa Bear Evolution Gen.2 #205,1016.7891939483098,BacktroopYellow,AbstractRed,Purple,IronMaskGreen,EyesRed,Round,DinosaurPurple,MarsBrown,HappyGreen,,SuitRed,MiniHeartGreen,,OppaTagGreen
2009,Oppa Bear Evolution Gen.2 #749,1016.6633107110406,WingBlue,FuturisticRed,Yellow,TurtleLightGreen,EyesRed,AngryBlue,,MoonGreen,HappyBrown,ShawlBrown,AstronautGreen,MoonGreen,24TagPurple,RabbitYellow
2012,Oppa Bear Evolution Gen.2 #528,1014.8194211666744,,DropYellow,Grey,HornRed,EyesGreen,SmartYellow,RainbowPurple,NinjaGreen,NormalGreen,,ScotPink,RazorBeardYellow,MushroomOrange,OppaTagYellow
2016,Oppa Bear Evolution Gen.2 #709,1014.7289945211891,MusicPurple,BurnBlue,Purple,AirHeadYellow,EyesPink,,HiphopRed V2,TagBlack,Upset,,HoodieYellow,NoseRingPurple,BlowBlue,ShieldTagGreen
2020,Oppa Bear Evolution Gen.2 #584,1012.397672741853,QuestionYellow,AbstractBlue,Brown,,EyesGreen,Thug,ClayBlue,ConeBright,Upset,BagBlue,MarioRed,WhiskerGreen,DevilBlue,TickRed
2024,Oppa Bear Evolution Gen.2 #342,1011.7941569571996,,ThunderRed,Grey,RingBlack,EyesGreen,WingRed,BurnGreen,LipBlue,NormalPurple,,JacketYellow,Scar,GhostYellow,MilkPink
2028,Oppa Bear Evolution Gen.2 #770,1011.6420399181827,SignBlue,GrainGreen,Green,CuteGhost,EyesPink,RazorBlue,CapCute Orange,CloudBlue,HappyBrown,RibbonRed,JacketYellow,,MilitaryBlue,AliveYellow
2032,Oppa Bear Evolution Gen.2 #678,1010.624747680956,MusicRed,BurnPink,Grey,PlasterYellow V2,EyesGreen,RadarBlue,PunkPink,PooBlue,HappyGreen,BagYellow,SuitPurple V2,SnotGreen,MilitaryPurple,
2036,Oppa Bear Evolution Gen.2 #923,1009.9388546115847,TagBlue,AbstractPink,Yellow,SmokeBlue,EyesRed,SparklingYellow,HornBlue,MarsBrown,SurprisedPurple,,MarioBlue,Plaster,RoundYellow,FlowerBlue
2040,Oppa Bear Evolution Gen.2 #420,1009.2656710330011,WingBlue,LineGreen,White,EarringsPurple,EyesGreen,,BandRed,StarButtonBlue,ExcitedPink,TuxedoBlue,SuitPurple V2,,Button,ShieldTagGreen
2044,Oppa Bear Evolution Gen.2 #961,1009.1811982610304,QuestionRed,StarLightPurple,Pink,EarPhoneBlue,EyesRed,SleepGreen,BoaterRed,BombPurple,SurprisedGreen,,SportsWearPurple,NoseRingBlue,StarBlue,BalloonGreen
2048,Oppa Bear Evolution Gen.2 #688,1007.7215735843247,RabbitBlue,MixGreen,Sky Blue,BroochBlue,EyesPink,RainbowGreen,HeadBandPink,RadiantBlue,NormalBlue,,ScottBlue,,RocketPurple,ShieldTagGreen
2051,Oppa Bear Evolution Gen.2 #141,1004.4332877902283,BalloonPink,BoomBlue,Brown,PlasterGreen,EyesRed,EyePatch,TopYellow,NinjaGreen,NormalGreen,ScarfYellow,UniformDressPink,Cross,AvengersPink,BalloonPink
2055,Oppa Bear Evolution Gen.2 #571,1003.9025842989467,BalloonPink,StarRed,Pink,HornPurple,EyesGreen,,HelicopterRed,HeartRed,SurprisedPurple,,SteamPunkPurple,MiniHeartPink,AvengersRed,SmilePink V2
2059,Oppa Bear Evolution Gen.2 #817,1001.9289481604662,CupBrown,VenomGreen,Purple,CuteGhost,EyesGreen,CoolBlue,,LipRed,ExcitedPink,SoulChainGreen,SportsWearYellow,BeardPurple,24TagGreen,IceCreamGreen
2063,Oppa Bear Evolution Gen.2 #407,1001.7149559540643,ParrotPink,CirclePurple,Blue,HeadPhonePurple,EyesGreen,SquareGreen,RingBlue,JoyStick,NormalBlue,RibbonPurple,PirateKingBlue,NoseRingPurple,,SmileBlue
2067,Oppa Bear Evolution Gen.2 #302,1000.9079902814325,CameraPink,VenomRed,Brown,StarRingOrange,EyesGreen,PirateBlindRed,HelicopterPurple,CaptainGreen,NormalBlue,BagBlue,MarioBlue,MoustacheBrown,,
2071,Oppa Bear Evolution Gen.2 #454,998.7197426699034,BombYellow,ToneBlue,Purple,BowPurple,EyesRed,SparklingBlue,,GhostPurple,Lovely,ScarfYellow,WinterWearGreen,,RoundRed,AliveBlue
2075,Oppa Bear Evolution Gen.2 #514,995.5728965617385,SignRed,BoomYellow,Purple,StarRingOrange,EyesRed,,,TagBlack,SurprisedGreen,TieGreen,RobotLight,PlasterBlue,MilitaryBlue,FacePink
2079,Oppa Bear Evolution Gen.2 #225,994.6211311577478,CannonOrange,SmokePurple,Blue,HeartPurple,EyesPink,RainbowPurple,TurbineYellow,PooBlue,SurprisedPurple,,TuxedoPurple,PlasterBlue,,FoxBlue
2083,Oppa Bear Evolution Gen.2 #155,994.2449569056208,BackpackYellow,ShadeRed,White,StarRingPurple,EyesPink,,RainbowBlue,Button,SurprisedPurple,,DressPurple,StarRed,,SmileYellow
2087,Oppa Bear Evolution Gen.2 #727,993.3989179551261,WordBlue,SmokeGreen,Grey,WireGreen,EyesGreen,RadarYellow,HiphopRed,SprayGreen,HappyGreen,,SuitPurple V2,CatFootPurple,MicPurple,
2090,Oppa Bear Evolution Gen.2 #194,990.487746559481,,TonePurple,Yellow,,EyesGreen,RazorBlue,HiphopBlue V2,PooGreen,Upset,DoraemonPurple,MarioBlue,MoustachePurple,,BalloonPink
2094,Oppa Bear Evolution Gen.2 #192,989.2894772543774,BombBlue,BurnOrange,Grey,IronMaskOrange,EyesGreen,SparklingPurple,RingGreen,LipPink,Upset,,TuxedoBlue,SnotBlue,GameoverPurple,LipPink
2098,Oppa Bear Evolution Gen.2 #477,988.5762844332249,BombYellow,PunkYellow,Pink,AirHeadGreen,EyesRed,LoopGreen,HeadBandBlue,LittleGhost,NormalGreen,,ScottBlue,Plaster,SmallPetGreen,
2102,Oppa Bear Evolution Gen.2 #440,987.8926062495468,CameraGreen,GrainYellow,Brown,HeartPurple,EyesRed,EyePatch,HeadBandBlue,PooBlue,NormalGreen,ShawlRed,WinterWearGreen,MoustachePurple,MushroomRed,AvengersYellow
2106,Oppa Bear Evolution Gen.2 #918,987.3744307313713,BalloonGreen,CirclePurple,Pink,PlasterRed,EyesRed,StarYellow,PunkRed,LittleGhost,ExcitedPink,,SteamPunkBlue,,StarRed,HappySoulPink
2110,Oppa Bear Evolution Gen.2 #512,984.9847950085186,ParrotPurple,ToneBlue,Grey,PaintPink,EyesGreen,RedBlue V2,HeadBandPink,TopPink,NormalGreen,BagRed,SpaceShiftPurple,,BananaGreen,AliveBlue
2114,Oppa Bear Evolution Gen.2 #925,984.6281071043924,RocketOrange,ShadeGreen,White,,EyesGreen,,,CaptainRed,HappyGreen,BagRed,RobotBlue,,BearPurple,OppaYellow
2118,Oppa Bear Evolution Gen.2 #484,981.2242533863202,SkateboardRed,StarGreen,White,DollPetPurple,EyesGreen,,,ButterflyBlue,HappyPurple,BagYellow,SteamPunkRed,,RocketRed,VenomGreen
2122,Oppa Bear Evolution Gen.2 #367,980.7134437322336,MusicBlue,BurnOrange,Green,TurtleGreen,EyesPink,StarBlue,HiphopPink,HeartPink,Upset,ChainRed,TuxedoPurple,NoseRingBlue,RoundYellow,SprayBlue
2126,Oppa Bear Evolution Gen.2 #38,979.925534497963,QuestionRed,HeartYellow,White,WireGreen,EyesPink,StarBlue,MarioCapYellow,StarButtonYellow,NormalPurple,,WinterWearGreen,MoonPurple,SakuraBlue,LipYellow
2130,Oppa Bear Evolution Gen.2 #435,979.6758912125077,DollarYellow,BurnBlue,Blue,CherryYellow,EyesPink,HeartPink,King,GhostRed,NormalPurple,ScarfGreen,PirateKingBlue,RazorBeardGreen,,FoxBlue
2133,Oppa Bear Evolution Gen.2 #774,979.6713344119211,BackpackBlue,FuturisticBlue,Sky Blue,PlasterYellow,EyesPink,,HairPurple V2,MushroomYellow,HappyGreen,,SuitGreen V2,Rainbow,RoundRed,
2137,Oppa Bear Evolution Gen.2 #39,974.8948930963537,BalloonGreen,CirclePurple,Yellow,IronMaskGreen,EyesPink,SleepPurple,HairYellow,NinjaOrange,SurprisedPurple,StarChainGreen,SteamPunkPurple,StarBlue,SmallPetYellow,
2141,Oppa Bear Evolution Gen.2 #295,972.0941625482897,,HeartPurple,Pink,CherryRed,EyesRed,Bow,CapCute Blue,MushroomPurple,Upset,,WearLightGreen,MoustacheBlue,BearGreen,HappySoulBlue
2145,Oppa Bear Evolution Gen.2 #115,971.391862217023,WingYellow,MixGreen,Blue,EarringsYellow,EyesRed,RainbowGreen,PolicePink,CloudYellow,HappyBrown,,DressYellow,StarYellow,,AliveBlue
2149,Oppa Bear Evolution Gen.2 #599,971.1359198072748,BrokenWingBlue,ThunderBlue,White,,EyesGreen,ScubaRed,SantaRed,CloudRed,Lovely,ChainRed,UniformPurple,BeardGreen,RoundYellow,BalloonPink
2153,Oppa Bear Evolution Gen.2 #219,969.7179111680721,DollarYellow,ThunderPink,Purple,DollPetRed,EyesRed,BeamRed,TopPink,RadiantPink,Lovely,ShawlRed,MarioRed,,SunflowerRed,OppaTagPink
2157,Oppa Bear Evolution Gen.2 #136,969.1306950740914,DollarBlue,AbstractRed,Brown,HornRed,EyesPink,,SantaRed,BlinkOrange,ExcitedPink,,WinterWearGreen,,BearPink,FacePink
2161,Oppa Bear Evolution Gen.2 #613,968.0216071014391,BombYellow,ToneBlue,Brown,CherryPink,EyesRed,GreenPurple,ClayRed,BearYellow,SurprisedGreen,,WinterWearGreen,StarOrange V2,HappyGreenCat,BearBlue
2165,Oppa Bear Evolution Gen.2 #390,967.518826550458,WingOrange,LineRed,Brown,EarringsYellow,EyesPink,SmartYellow,TurbineYellow,StarButtonYellow,NormalPurple,,UniformDressOrange,WhiskerRed,,HappySoulPurple
2169,Oppa Bear Evolution Gen.2 #446,967.4437958065469,SkateboardBlue,DropPurple,Sky Blue,EarringsYellow,EyesPink,BeamBlue,HelicopterRed,ButterflyGreen,NormalBlue,ShawlRed,DressYellow,,TagPurple,FoxOrange
2172,Oppa Bear Evolution Gen.2 #998,964.6085374269336,MusicRed,DropPurple,Sky Blue,EarPhoneBlue,EyesPink,,StylishHairGreen,RazorGunOrange,HappyBrown,,UniformDressOrange,MoonGreen,BoxPurple,OppaYellow
2176,Oppa Bear Evolution Gen.2 #147,964.3960409619367,SunflowerPurple,BoomYellow,Grey,WireYellow,EyesRed,CoolYellow,,MoonPurple,NormalPurple,BagBlue,SuitPurple V2,Cross,,BearGreen
2180,Oppa Bear Evolution Gen.2 #146,964.2118416864292,BrokenWingYellow,StarPurple,Pink,,EyesRed,ScubaRed,,ConeTone,Upset,,DressPurple,RazorBeardPurple,Ninja,IceCreamGreen
2184,Oppa Bear Evolution Gen.2 #813,962.1498877604666,SkateboardPurple,ShadeRed,Sky Blue,RingsPurple,EyesPink,CoolBlue,HornPurple,MarsPurple,HappyPurple,,MarioRed,StitchesDown,HappyGreenCat,
2188,Oppa Bear Evolution Gen.2 #575,961.1790198249079,,ShadeRed,Pink,WireYellow,EyesGreen,PinkBlue V2,,BirdBlue,NormalBlue,DoraemonRed,TuxedoPurple,JellyGreen,AvengersRed,FirePurple
2192,Oppa Bear Evolution Gen.2 #125,960.9625918692235,SickleBlue,BoomYellow,Sky Blue,DollPetGreen,EyesPink,,PolicePurple,HeartBlue,HappyBrown,ShawlGreen,ScottGreen,StitchesDown,TagPurple,LipPink
2196,Oppa Bear Evolution Gen.2 #488,959.5992127035546,,StarLightGreen,White,RingLightGreen,EyesGreen,WingRed,PolicePink,MushroomPink,HappyPurple,TiePurple,DressGreen,CatFootPurple,BoneRed,SprayRed
2200,Oppa Bear Evolution Gen.2 #182,959.1853029168211,BulbPink,PunkRed,Blue,WireYellow,EyesGreen,AngryBlue,SantaPurple,LipRed,SurprisedPurple,DoraemonRed,SpaceShiftRed,MoustachePurple,GameoverRed,
2204,Oppa Bear Evolution Gen.2 #724,956.8947206287623,,LineGreen,Green,,EyesRed,Duplex,RainbowBlue,BirdBlue,NormalBlue,ScarfYellow,MarioRed,,BearPink,
2208,Oppa Bear Evolution Gen.2 #840,956.651184752718,SunflowerOrange,CircleYellow,Brown,PaintGreen,EyesGreen,AngryPurple,BurnOrange,SoulBlue,HappyBrown,,SpaceShiftPurple,JellyGreen,HeadBoneGreen,MilkBlue
2212,Oppa Bear Evolution Gen.2 #183,956.2387821821783,BalloonBlue,MixPurple,Sky Blue,EarsYellow,EyesPink,XO,,BirdBlue,ExcitedBlack,,AstronautGreen,OppaPlaster,GhostPurple,ShieldTagYellow
2215,Oppa Bear Evolution Gen.2 #910,956.1882825029695,GameCabinet,GrainGreen,Green,RingBlack,EyesRed,CoolBlue,CapBlue,IceCreamGreen,SurprisedPurple,TuxedoPink,UniformBlue,MoonBlue,HeadBoneBlue,
2219,Oppa Bear Evolution Gen.2 #669,953.029781625826,TagBlue,StarLightGreen,Green,BoneRing,EyesGreen,SleepGreen,BoaterRed,CloudBlue,Lovely,,AstronautBluishGreen,,MushroomOrange,IceCreamYellow
2223,Oppa Bear Evolution Gen.2 #417,952.6178191837148,CameraGreen,BurnPink,Grey,,EyesRed,BeamYellow,,MarsBrown,NormalPurple,StarChainRed,RainbowSuit,StarYellow,MonsterEyeGreen,VenomPink
2227,Oppa Bear Evolution Gen.2 #221,949.7864811337342,WingOrange,LineBlue,Brown,RingsRed,EyesGreen,OPPurple,,NinjaOrange,HappyGreen,,PirateKingBlue,StarBlue V2,24TagPurple,OppaTagPink
2231,Oppa Bear Evolution Gen.2 #820,949.2194448577428,CupPink,LineGreen,Sky Blue,IronMaskGreen,EyesGreen,WingPurple,HornBlue,CaptainGreen,NormalPurple,DiamondPink,SuitPurple V2,,,
2235,Oppa Bear Evolution Gen.2 #500,949.0147190280169,BombYellow,StarLightPurple,Sky Blue,IronMaskOrange,EyesGreen,AngryRed,MarioCapBlue,MoonGreen,HappyBrown,ShawlRed,RobotRed,PlasterPink,BearBlue,
2239,Oppa Bear Evolution Gen.2 #628,948.8128817949591,,PunkGreen,Pink,TurtleGreen,EyesPink,WingPurple,HeadBandYellow,BlinkPink,SurprisedGreen,,HoodieBlue,,BlowRed,MilkPink
2243,Oppa Bear Evolution Gen.2 #867,948.5003318572724,BrokenWingYellow,BoomYellow,Brown,PlasterGreen,EyesRed,LoopPurple,RingOrange,CanPurple,Scary,,SuitBlue,StarRed,BlowBlue,CoolConePurple
2247,Oppa Bear Evolution Gen.2 #509,947.364783688744,LookGreen,ShadePink,Grey,HeartRed,EyesRed,BurnOrange,RingOrange,RadiantPink,NormalGreen,,SteamPunkPurple,PlasterPink,DevilBlue,ButtonPink
2251,Oppa Bear Evolution Gen.2 #939,946.69146675251,,BurnPink,Yellow,DoubleRingRed,EyesPink,,BoaterRed,LowButton,Upset,,DressPurple,MiniHeartPink,HappyGreenCat,AliveYellow
2254,Oppa Bear Evolution Gen.2 #616,946.0945900447509,RocketPink,BurnOrange,Blue,HeadPhoneGreen,EyesRed,,CapPink,BirdPink,ExcitedPink,RibbonBlue,TuxedoBlue,Cross,,SmileBlue
2258,Oppa Bear Evolution Gen.2 #176,944.8158793395215,,StarPurple,Green,SmokeLightGreen,EyesRed,ScubaPurple,TurbineRed,ConeTone,HappyGreen,ScarfGreen,WinterWearYellow,SweatGreen,StarLight,AvengersOrange
2262,Oppa Bear Evolution Gen.2 #991,943.2756871229401,MusicRed,DropYellow,Yellow,HeadPhoneRed,EyesGreen,RainbowPurple,HiphopPink,BombPurple,HappyGreen,StarChainRed,RobotBlue,MiniHeartGreen,CryHeartPink,
2266,Oppa Bear Evolution Gen.2 #234,941.5729132252645,CupGreen,HeartYellow,Sky Blue,PlasterYellow V2,EyesPink,Bow,BandBlue,MoonGreen,HappyGreen,,AstronautPurple,StarYellow,TagPurple,HappySoulBlue
2270,Oppa Bear Evolution Gen.2 #480,941.1446758174058,CupGreen,SmokeRed,Brown,,EyesRed,XO,PolicePink,RazorGunBlue,ExcitedBlack,TieGreen,RainbowSuit,,BoneBlue,MilkBlue
2274,Oppa Bear Evolution Gen.2 #240,938.8165838298817,BalloonGreen,PunkYellow,Yellow,SmokeBlue,EyesGreen,RadarBlue,ClayBlue,LittleGhost,HappyBrown,ChainPurple,RobotBlue,SweatGreen,,SprayBlue
2278,Oppa Bear Evolution Gen.2 #434,938.7767527241812,BrokenWingYellow,TonePurple,White,RingPink V2,EyesPink,RadarRed,SantaPurple,TopRed,HappyBrown,SoulChainYellow,AstronautGreen,,MicYellow,BalloonYellow
2282,Oppa Bear Evolution Gen.2 #196,938.7608709066983,MusicBlue,ShadeRed,Pink,,EyesPink,XO,BurnGreen,HeartRed,SurprisedGreen,,WearLightGreen,NoseRingPurple,TagPink,FrogDarkGreen
2286,Oppa Bear Evolution Gen.2 #895,938.5528874662836,BacktroopBlue,SmokeRed,Purple,EarPhoneYellow,EyesRed,,RingGreen,LollipopRed,HappyBrown,,TuxedoGreen,MoonPurple,HappyBluish GreenCat,FireOrange
2290,Oppa Bear Evolution Gen.2 #3,935.7640807773787,,MixGreen,Pink,AirHeadGreen,EyesGreen,RadarRed,CapCute Blue,RazorGunOrange,HappyBrown,,SportsWearPurple,,StarLight,OppaTagGreen
2293,Oppa Bear Evolution Gen.2 #161,935.4417646080524,SunflowerYellow,CirclePurple,Yellow,RingBlack,EyesPink,CoolRed,CapCute Pink,SprayOrange,SurprisedGreen,,JacketBlue,CatFootPurple,SunflowerRed,FoxYellow
2297,Oppa Bear Evolution Gen.2 #753,935.0417840712648,ParrotPurple,LineGreen,Green,BowPurple,EyesGreen,RazorBlue,HeadBandYellow,MushroomPink,Upset,,MarioBlue,,24TagGreen,CoolConeYellow
2301,Oppa Bear Evolution Gen.2 #287,933.5961274972702,,ShadePink,Green,EarPhoneBlue,EyesPink,BeamGreen,BoaterRed,RazorGunYellow,ExcitedPink,ChainPurple,PirateKingYellow,MoonGreen,TagPurple,BalloonGreen
2305,Oppa Bear Evolution Gen.2 #19,930.7819523135838,ParrotPink,MixRed,Brown,BroochYellow,EyesPink,BeamGreen,FuturisticCap,LittleGhost,NormalPurple,,MarioYellow,ScarRed,,Bomberman
2309,Oppa Bear Evolution Gen.2 #597,930.6302640239799,ParrotOrange,ShadeRed,Brown,DoubleRingYellow,EyesGreen,BeamGreen,ClownGreen,RazorGunBlue,HappyPurple,,UniformPurple,SnotBlue,MicGreen,FireOrange
2313,Oppa Bear Evolution Gen.2 #203,930.2581283964263,,SmokePurple,Sky Blue,PaintGreen,EyesGreen,BurnBlue,RainbowPurple,MarsGreen,Lovely,DoubleChainPink,WinterWearPurple,,BoneRed,
2317,Oppa Bear Evolution Gen.2 #168,930.0905296786169,PizzaBlue,LineBlue,Purple,PaintPink,EyesPink,,HiphopBlue,SoulPink,HappyBrown,DoubleChainGreen,SpaceShiftPurple,WhiskerRed,MushroomOrange,
2321,Oppa Bear Evolution Gen.2 #211,929.6695645251301,CannonRed,GrainGreen,White,EarringsYellow,EyesGreen,Bow,,LollipopPink,NormalGreen,,SpaceShiftPurple,MoustachePurple,SmallPetPink,VenomPurple
2325,Oppa Bear Evolution Gen.2 #320,926.3099369482348,LookGreen,StarRed,Brown,EarringsBlue,EyesGreen,,HairPurple V2,BlinkPink,NormalPurple,DiamondRed,UniformDressOrange,ScarRed,,ShieldPurple
2329,Oppa Bear Evolution Gen.2 #533,926.2950620713574,Sword,BoomYellow,Yellow,HeartRed,EyesRed,,Farmer,StarButtonBlue,NormalBlue,DoraemonRed,SuitPink,OppaPlaster,AvengersPink,SprayGreen
2333,Oppa Bear Evolution Gen.2 #46,925.6695289946897,CupGreen,AbstractRed,Blue,CherryRed,EyesRed,BeamGreen,DinosaurGreen,MushroomPink,HappyBrown,,WinterWearGreen,OppaPlaster,CryHeartOrange,TickGreen
2336,Oppa Bear Evolution Gen.2 #731,925.3005956700449,SicklePink,FuturisticBlue,Blue,RingsYellow,EyesGreen,,PolicePurple,LowButton,ExcitedPink,RibbonPurple,HoodieYellow,RazorBeardPurple,GhostYellow,SmileYellow V2
2340,Oppa Bear Evolution Gen.2 #649,923.1147920649529,SignRed,StarLightYellow,Purple,StarRingYellow,EyesRed,AngryRed,SantaPurple,BlinkPink,ExcitedPink,StarChainRed,SteamPunkRed,,MicGreen,
2344,Oppa Bear Evolution Gen.2 #721,921.9590303053077,BalloonBlue,BoomYellow,White,JapanTagRed,EyesGreen,PinkBlue V2,ClayYellow,NinjaGreen,HappyPurple,,DressYellow,ScarRed,CryHeartBlue,
2348,Oppa Bear Evolution Gen.2 #463,920.4228537797944,WordBlue,MixGreen,Brown,KeyYellow,EyesRed,SquareBlue,,PooPink,NormalPurple,HeartYellow,PirateKingRed,MiniHeartGreen,,WingOrange
2352,Oppa Bear Evolution Gen.2 #685,919.2547726117132,WordOrange,GrainYellow,Sky Blue,EarringsBlue,EyesRed,ScubaGreen,CapCute Orange,HeartPink,SurprisedPurple,DiamondRed,SuitPurple V2,,,VenomPurple
2356,Oppa Bear Evolution Gen.2 #117,919.1457597607648,SkateboardBlue,VenomPurple,Sky Blue,,EyesRed,LoopOrange,HeadBandYellow,MarsPurple,NormalGreen,,SteamPunkPurple,JellyPink,SmallPetYellow,MilkYellow
2360,Oppa Bear Evolution Gen.2 #951,918.2400846852604,SunflowerPurple,AbstractBlue,Yellow,BroochYellow,EyesRed,SparklingYellow,,TopRed,RainbowUpset,,WinterWearPurple,,Button,LipYellow
2364,Oppa Bear Evolution Gen.2 #914,915.5014112777064,QuestionGreen,PunkRed,Yellow,StarRingOrange,EyesRed,,MarioCapRed,LipPink,NormalBlue,TieBlue,UniformDressPurple,MoustacheBlue,GameoverRed,WingOrange
2368,Oppa Bear Evolution Gen.2 #624,911.9148808650416,BombBlue,StarRed,Blue,,EyesRed,ScubaPurple,HornBlue,MarsBrown,SurprisedPurple,,JacketBlue,StarBlue,CryHeartPink,BalloonYellow
2372,Oppa Bear Evolution Gen.2 #56,910.1601384067536,CannonRed,TonePurple,Grey,PaintGreen,EyesGreen,,,LollipopPink,SurprisedGreen,DoubleChainGreen,UniformPurple,Cross,GhostBlue,ShieldTagPurple
2375,Oppa Bear Evolution Gen.2 #471,908.8147374107818,ParrotPurple,MixRed,Green,CuteGhost,EyesGreen,,DinosaurPurple,SprayOrange,NormalGreen,StarChainPurple,TuxedoPurple,,,TickYellow
2379,Oppa Bear Evolution Gen.2 #421,907.1068146491373,BalloonBlue,StarLightPurple,Brown,EarsYellow,EyesGreen,StarBlue,,CloudRed,SurprisedPurple,DoubleChainPurple,SpaceShiftPurple,RazorBeardYellow,,BalloonYellow
2383,Oppa Bear Evolution Gen.2 #704,906.4346833890933,BombBlue,CircleYellow,Blue,IronMaskGreen,EyesGreen,RainbowGreen,HeadBandYellow,ConeTone,SurprisedGreen,RibbonRed,JacketBlue,JellyPink,,IceCreamGreen
2387,Oppa Bear Evolution Gen.2 #424,906.259010204186,QuestionRed,BurnBlue,Yellow,SmokeBlue,EyesRed,RedBlue V2,HiphopBlue,CanPurple,ExcitedPink,TieBlue,AstronautGreen,Rainbow,,
2391,Oppa Bear Evolution Gen.2 #485,905.4950814384778,RingOrange,ToneBlue,Pink,TurtleGreen,EyesPink,,MarioCapRed,StarButtonBlue,Lovely,,UniformDressPink,SnotYellow,,AliveYellow
2395,Oppa Bear Evolution Gen.2 #892,904.4348574644596,RadioPurple,FuturisticPurple,Pink,DoubleRingYellow,EyesGreen,RedBlue,PunkPink,PooBlue,ExcitedBlack,RibbonPurple,JacketYellow,RazorBeardYellow,CryHeartBlue,
2399,Oppa Bear Evolution Gen.2 #45,901.3762273196235,,CircleYellow,Brown,CherryYellow,EyesPink,ScubaGreen,BandYellow,SoulBlue,ExcitedPink,,DressYellow,,BlowBlue,FireGreen
2403,Oppa Bear Evolution Gen.2 #886,899.0768717905631,SignBlue,PunkGreen,Green,AirHeadYellow,EyesGreen,BeamBlue,DinosaurBlue,MushroomPink,Upset,,UniformDressPurple,Scar,MushroomRed,SmileBlue
2407,Oppa Bear Evolution Gen.2 #259,897.9843292108624,BackpackRed,HeartPurple,Pink,DollPetRed,EyesGreen,XO,HairYellow,HeartPink,SurprisedPurple,HeartPurple,TuxedoPurple,,AvengersOrange,
2411,Oppa Bear Evolution Gen.2 #309,897.4497839864005,SunflowerYellow,BurnOrange,Blue,EarringsPurple,EyesPink,PinkBlue V2,TopRed,ButterflyPink,Lovely,,PirateKingYellow,,BoxPink,BearPurple
2415,Oppa Bear Evolution Gen.2 #901,896.4996552311734,ParrotOrange,FuturisticBlue,Blue,RingYellow V2,EyesGreen,RazorYellow,,SoulOrange,ExcitedPink,StarChainRed,WinterWearPurple,,SmallPetYellow,
2418,Oppa Bear Evolution Gen.2 #913,895.6066508676162,CameraPink,ThunderRed,Pink,DollPetGreen,EyesRed,BeamBlue,,BlinkRed,Scary,,WinterWearGreen,,MicPurple,AvengersYellow
2422,Oppa Bear Evolution Gen.2 #356,895.0961971686255,SunflowerYellow,GrainYellow,White,EarringsPurple,EyesPink,PirateBlindPurple,,IceCreamPink,RainbowUpset,StarChainRed,SpaceShiftGreen,MiniHeartPink,,FlowerBlue
2426,Oppa Bear Evolution Gen.2 #737,893.9784545462625,PizzaYellow,StarLightYellow,Blue,SmokeBlue,EyesRed,BeamRed,RingOrange,PooGreen,Upset,,MarioRed,CatFootPurple,MushroomRed,AliveYellow
2430,Oppa Bear Evolution Gen.2 #667,892.4210312357183,TagBlue,ShadeGreen,Green,WireGreen,EyesRed,StarPink,BoaterGreen,ButterflyPink,Scary,RibbonGreen,UniformDressOrange,StarBlue V2,,StarPurple
2434,Oppa Bear Evolution Gen.2 #535,891.6892336469846,BacktroopRed,CircleYellow,Blue,StarRingOrange,EyesRed,,,SoulPink,NormalBlue,DoubleChainGreen,JacketPink,BrightRed,MonsterEyeGreen,BearGreen
2438,Oppa Bear Evolution Gen.2 #338,891.4571048980006,BalloonPink,LineBlue,Grey,TurtleLightGreen,EyesRed,SleepGreen,BoaterYellow,BombYellow,HappyBrown,SoulChainYellow,UniformDressPurple,CatFootYellow,,AliveGreen
2442,Oppa Bear Evolution Gen.2 #660,891.3335709059994,SickleBrown,StarLightGreen,White,RingLightGreen,EyesPink,,PunkRed,SoulOrange,Lovely,,SpaceShiftRed,,MilitaryBlue,CoolConeGreen
2446,Oppa Bear Evolution Gen.2 #747,889.7658545250401,SkateboardPurple,FuturisticRed,Yellow,,EyesPink,PirateBlindGreen,,ButterflyGreen,ExcitedPink,BagYellow,RobotBlue,SnotBlue,CryHeartOrange,ShieldPink
2450,Oppa Bear Evolution Gen.2 #8,888.8643519220046,BrokenWingPink,FuturisticBlue,Sky Blue,HeartYellow,EyesGreen,RainbowPink,BoaterYellow,NinjaGreen,NormalBlue,,HoodiePink,,RocketPurple,
2454,Oppa Bear Evolution Gen.2 #857,888.0617621415943,TagBlue,AbstractPink,Yellow,,EyesRed,BeamBlue,HornYellow,LipPink,SurprisedGreen,HeartRed,UniformDressOrange,OppaPlaster,,BearPurple
